startTimeHrs,startTimeMin,endTimeHrs,endTimeMin,pogId,offerName,offerImageUrl,offerMobImageUrl,offerPageUrl,offerMobPageUrl,highlights,tagLine,priceSlab,buttonImageUrl,buttonMobImageUrl,categoryName
0,0,23,59,618522538510,Car Mobile Holder With 360 Rotation,https://n1.sdlcdn.com/imgs/b/x/8/230x258/SDL911088969_1-97837.jpg,https://n1.sdlcdn.com/imgs/b/x/8/230x258/SDL911088969_1-97837.jpg,https://www.snapdeal.com/product/konarrk-black-car-mobile-holder/618522538510?MID=15thDec|WEB|GM56|All|DOD|CarMobileHolderWith360Rotation|618522538510,https://m.snapdeal.com/product/konarrk-black-car-mobile-holder/618522538510?MID=15thDec|WAP|GM56|All|DOD|CarMobileHolderWith360Rotation|618522538510,,,91,GM,1,DealofDayOffers
0,0,23,59,645473099536,Swiss Military Small (Below 60 cm) 2 Wheel Soft LTB3 - Trolley Bag,https://n1.sdlcdn.com/imgs/b/v/t/230x258/Swiss-Military-Small-Below-60-SDL408833194-6-eb377.jpg,https://n1.sdlcdn.com/imgs/b/v/t/230x258/Swiss-Military-Small-Below-60-SDL408833194-6-eb377.jpg,https://www.snapdeal.com/product/swiss-military-small-below-60/645473099536?MID=15thDec|WEB|GM57|All|DOD|SwissMilitarySmall(Below60cm)2WheelSoftLTB3_TrolleyBag|645473099536,https://m.snapdeal.com/product/swiss-military-small-below-60/645473099536?MID=15thDec|WAP|GM57|All|DOD|SwissMilitarySmall(Below60cm)2WheelSoftLTB3_TrolleyBag|645473099536,,,3897,GM,1,DealofDayOffers
0,0,23,59,686994949754,Novex Black S (Below 60cm) Cabin Soft Luggage,https://n1.sdlcdn.com/imgs/c/y/t/230x258/Novex-Trendy-Black-Overnighter-24-SDL770373730-1-a9b65.jpg,https://n1.sdlcdn.com/imgs/c/y/t/230x258/Novex-Trendy-Black-Overnighter-24-SDL770373730-1-a9b65.jpg,https://www.snapdeal.com/product/novex-trendy-black-overnighter-24/686994949754?MID=15thDec|WEB|GM58|All|DOD|NovexBlackS(Below60cm)CabinSoftLuggage|686994949754,https://m.snapdeal.com/product/novex-trendy-black-overnighter-24/686994949754?MID=15thDec|WAP|GM58|All|DOD|NovexBlackS(Below60cm)CabinSoftLuggage|686994949754,,,1580,GM,1,DealofDayOffers
0,0,23,59,646273909910,HP Black Laptop Bags,https://n1.sdlcdn.com/imgs/b/6/c/230x258/Bags_opt_1_-34246.jpg,https://n1.sdlcdn.com/imgs/b/6/c/230x258/Bags_opt_1_-34246.jpg,https://www.snapdeal.com/product/hp-blue-black-laptop-bag/646273909910?MID=15thDec|WEB|GM59|All|DOD|HPBlackLaptopBags|646273909910,https://m.snapdeal.com/product/hp-blue-black-laptop-bag/646273909910?MID=15thDec|WAP|GM59|All|DOD|HPBlackLaptopBags|646273909910,,,546,GM,1,DealofDayOffers
0,0,23,59,665874393265,The Big Home XXL Filled Bean Bag Maroon,https://n1.sdlcdn.com/imgs/c/e/p/230x258/The-Big-Home-XXL-Filled-SDL138390605-1-1615b.jpg,https://n1.sdlcdn.com/imgs/c/e/p/230x258/The-Big-Home-XXL-Filled-SDL138390605-1-1615b.jpg,https://www.snapdeal.com/product/the-big-home-xxl-filled/665874393265?MID=15thDec|WEB|GM60|All|DOD|TheBigHomeXXLFilledBeanBagMaroon|665874393265,https://m.snapdeal.com/product/the-big-home-xxl-filled/665874393265?MID=15thDec|WAP|GM60|All|DOD|TheBigHomeXXLFilledBeanBagMaroon|665874393265,,,1199,GM,1,DealofDayOffers
0,0,23,59,665220894101,Buy 1 Mesh Back Office Chair Get 1 Free,https://n1.sdlcdn.com/imgs/c/z/i/230x258/b3_c613c_1_-da97c.jpg,https://n1.sdlcdn.com/imgs/c/z/i/230x258/b3_c613c_1_-da97c.jpg,https://www.snapdeal.com/product/new-golden-furnishers-high-back/665220894101?MID=15thDec|WEB|GM61|All|DOD|Buy1MeshBackOfficeChairGet1Free|665220894101,https://m.snapdeal.com/product/new-golden-furnishers-high-back/665220894101?MID=15thDec|WAP|GM61|All|DOD|Buy1MeshBackOfficeChairGet1Free|665220894101,,,4895,GM,1,DealofDayOffers
0,0,23,59,662135825244,Blacksmith Black Plastic Wall Clock with Photo Frame,https://n1.sdlcdn.com/imgs/b/c/e/230x258/Blacksmith-Black-Plastic-Wall-Clock-SDL364899698-1-9e973.jpg,https://n1.sdlcdn.com/imgs/b/c/e/230x258/Blacksmith-Black-Plastic-Wall-Clock-SDL364899698-1-9e973.jpg,https://www.snapdeal.com/product/blacksmith-black-plastic-wall-clock/662135825244?MID=15thDec|WEB|GM62|All|DOD|BlacksmithBlackPlasticWallClockwithPhotoFrame|662135825244,https://m.snapdeal.com/product/blacksmith-black-plastic-wall-clock/662135825244?MID=15thDec|WAP|GM62|All|DOD|BlacksmithBlackPlasticWallClockwithPhotoFrame|662135825244,,,917,GM,1,DealofDayOffers
0,0,23,59,670369164874,Orient 9W Pack of 6 LED Bulbs,https://n1.sdlcdn.com/imgs/d/2/6/230x258/Orient-9W-Pack-of-6-SDL537648509-1-8674a.jpg,https://n1.sdlcdn.com/imgs/d/2/6/230x258/Orient-9W-Pack-of-6-SDL537648509-1-8674a.jpg,https://www.snapdeal.com/product/orient-9w-pack-of-6/670369164874?MID=15thDec|WEB|GM63|All|DOD|Orient9WPackof6LEDBulbs|670369164874,https://m.snapdeal.com/product/orient-9w-pack-of-6/670369164874?MID=15thDec|WAP|GM63|All|DOD|Orient9WPackof6LEDBulbs|670369164874,,,662,GM,1,DealofDayOffers
0,0,23,59,681442339405,StickersKart Wall Stickers Bedroom Romantic Rose Flowers 6005,https://n1.sdlcdn.com/imgs/a/y/a/230x258/Aquire-Pvc-Wall-Stickers-SDL223613352-1-f8a20.jpg,https://n1.sdlcdn.com/imgs/a/y/a/230x258/Aquire-Pvc-Wall-Stickers-SDL223613352-1-f8a20.jpg,https://www.snapdeal.com/product/aquire-pvc-wall-stickers/681442339405?MID=15thDec|WEB|GM64|All|DOD|StickersKartWallStickersBedroomRomanticRoseFlowers6005|681442339405,https://m.snapdeal.com/product/aquire-pvc-wall-stickers/681442339405?MID=15thDec|WAP|GM64|All|DOD|StickersKartWallStickersBedroomRomanticRoseFlowers6005|681442339405,,,132,GM,1,DealofDayOffers
0,0,23,59,2073777042,Classic Mosquito Net Double Terylene Plain Foldable Mosquito Net,https://n1.sdlcdn.com/imgs/a/s/e/230x258/DSC_3161-3889c.JPG,https://n1.sdlcdn.com/imgs/a/s/e/230x258/DSC_3161-3889c.JPG,https://www.snapdeal.com/product/classic-blue-double-bed-mosquito/2073777042?MID=15thDec|WEB|GM65|All|DOD|ClassicMosquitoNetDoubleTerylenePlainFoldableMosquitoNet|2073777042,https://m.snapdeal.com/product/classic-blue-double-bed-mosquito/2073777042?MID=15thDec|WAP|GM65|All|DOD|ClassicMosquitoNetDoubleTerylenePlainFoldableMosquitoNet|2073777042,,,1019,GM,1,DealofDayOffers
0,0,23,59,624744850271,Skycandle Multi-Color Magic Mop,https://n1.sdlcdn.com/imgs/b/0/g/230x258/Skycandle-Purple-Magic-Mop-SDL004983352-1-f5f77.jpg,https://n1.sdlcdn.com/imgs/b/0/g/230x258/Skycandle-Purple-Magic-Mop-SDL004983352-1-f5f77.jpg,https://www.snapdeal.com/product/skycandle-purple-magic-mop/624744850271?MID=15thDec|WEB|GM66|All|DOD|SkycandleMulti_ColorMagicMop|624744850271,https://m.snapdeal.com/product/skycandle-purple-magic-mop/624744850271?MID=15thDec|WAP|GM66|All|DOD|SkycandleMulti_ColorMagicMop|624744850271,,,662,GM,1,DealofDayOffers
0,0,23,59,681468504266,Skycandle SM-1 Plastic White Sewing Premium Innovative Product,https://n1.sdlcdn.com/imgs/c/y/e/230x258/Skycandle-SM-1-Plastic-White-SDL398223396-1-022b2.jpg,https://n1.sdlcdn.com/imgs/c/y/e/230x258/Skycandle-SM-1-Plastic-White-SDL398223396-1-022b2.jpg,https://www.snapdeal.com/product/skycandle-sm1-plastic-white-sewing/681468504266?MID=15thDec|WEB|GM67|All|DOD|SkycandleSM_1PlasticWhiteSewingPremiumInnovativeProduct|681468504266,https://m.snapdeal.com/product/skycandle-sm1-plastic-white-sewing/681468504266?MID=15thDec|WAP|GM67|All|DOD|SkycandleSM_1PlasticWhiteSewingPremiumInnovativeProduct|681468504266,,,877,GM,1,DealofDayOffers
0,0,23,59,1927506652,Shopzzalltime Adjustable Universal Stand/trolly For Top Loading Washing Machines With Jack & Wheels,https://n1.sdlcdn.com/imgs/a/l/l/230x258/Shopzzalltime-Adjustable-Universal-Stand-trolly-SDL592268589-1-69a34.jpg,https://n1.sdlcdn.com/imgs/a/l/l/230x258/Shopzzalltime-Adjustable-Universal-Stand-trolly-SDL592268589-1-69a34.jpg,https://www.snapdeal.com/product/shopzzalltime-adjustable-universal-standtrolly-for/1927506652?MID=15thDec|WEB|GM68|All|DOD|ShopzzalltimeAdjustableUniversalStand/trollyForTopLoadingWashingMachinesWithJackWheels|1927506652,https://m.snapdeal.com/product/shopzzalltime-adjustable-universal-standtrolly-for/1927506652?MID=15thDec|WAP|GM68|All|DOD|ShopzzalltimeAdjustableUniversalStand/trollyForTopLoadingWashingMachinesWithJackWheels|1927506652,,,837,GM,1,DealofDayOffers
0,0,23,59,1576534714,Hindware Cleo 60 Auto Clean 1200 m3/hr,https://n1.sdlcdn.com/imgs/a/p/q/230x258/Hindware-60cm-1200-Auto-Clean-SDL731364678-1-9d74c.jpg,https://n1.sdlcdn.com/imgs/a/p/q/230x258/Hindware-60cm-1200-Auto-Clean-SDL731364678-1-9d74c.jpg,https://www.snapdeal.com/product/hindware-60cm-1200-auto-clean/1576534714?MID=15thDec|WEB|GM69|All|DOD|HindwareCleo60AutoClean1200m3/hr|1576534714,https://m.snapdeal.com/product/hindware-60cm-1200-auto-clean/1576534714?MID=15thDec|WAP|GM69|All|DOD|HindwareCleo60AutoClean1200m3/hr|1576534714,,,12239,GM,1,DealofDayOffers
0,0,23,59,675470560069,Prestige GTM02 Black 2 Manual,https://n1.sdlcdn.com/imgs/a/4/2/230x258/Prestige-GTM02-Black-2-Manual-SDL010713447-1-7e175.jpg,https://n1.sdlcdn.com/imgs/a/4/2/230x258/Prestige-GTM02-Black-2-Manual-SDL010713447-1-7e175.jpg,https://www.snapdeal.com/product/prestige-gtm02-black-2-manual/675470560069?MID=15thDec|WEB|GM70|All|DOD|PrestigeGTM02Black2Manual|675470560069,https://m.snapdeal.com/product/prestige-gtm02-black-2-manual/675470560069?MID=15thDec|WAP|GM70|All|DOD|PrestigeGTM02Black2Manual|675470560069,,,2753,GM,1,DealofDayOffers
0,0,23,59,657685875954,Prestige Iris 750 W 4 Jar Mixer Grinder,https://n1.sdlcdn.com/imgs/c/2/b/230x258/SDL529014594-45469.jpg,https://n1.sdlcdn.com/imgs/c/2/b/230x258/SDL529014594-45469.jpg,https://www.snapdeal.com/product/prestige-iris-750-w-34/657685875954?MID=15thDec|WEB|GM71|All|DOD|PrestigeIris750W4JarMixerGrinder|657685875954,https://m.snapdeal.com/product/prestige-iris-750-w-34/657685875954?MID=15thDec|WAP|GM71|All|DOD|PrestigeIris750W4JarMixerGrinder|657685875954,,,2855,GM,1,DealofDayOffers
0,0,23,59,649503459282,Pureit Advanced RO+UV Water Purifier,https://n1.sdlcdn.com/imgs/b/x/i/230x258/Pureit-10-Ltrs-Advanced-Micro-SDL369096472-1-06c09.jpg,https://n1.sdlcdn.com/imgs/b/x/i/230x258/Pureit-10-Ltrs-Advanced-Micro-SDL369096472-1-06c09.jpg,https://www.snapdeal.com/product/pureit-10-ltrs-advanced-micro/649503459282?MID=15thDec|WEB|GM72|All|DOD|PureitAdvancedRO+UVWaterPurifier|649503459282,https://m.snapdeal.com/product/pureit-10-ltrs-advanced-micro/649503459282?MID=15thDec|WAP|GM72|All|DOD|PureitAdvancedRO+UVWaterPurifier|649503459282,,,8975,GM,1,DealofDayOffers
0,0,23,59,1400326,Tata Swach Cristella Plus 18 Ltr Gravity Based Water Purifier,https://n1.sdlcdn.com/imgs/a/6/h/230x258/Tata-Swach-18-Ltr-Cristella-SDL425776671-1-20461.jpg,https://n1.sdlcdn.com/imgs/a/6/h/230x258/Tata-Swach-18-Ltr-Cristella-SDL425776671-1-20461.jpg,https://www.snapdeal.com/product/tata-swach-18ltr-cristella-plus/1400326?MID=15thDec|WEB|GM73|All|DOD|TataSwachCristellaPlus18LtrGravityBasedWaterPurifier|1400326,https://m.snapdeal.com/product/tata-swach-18ltr-cristella-plus/1400326?MID=15thDec|WAP|GM73|All|DOD|TataSwachCristellaPlus18LtrGravityBasedWaterPurifier|1400326,,,1478,GM,1,DealofDayOffers
0,0,23,59,155262,Wonderchef Ceramide 3Pc Casserole Set by Chef Sanjeev Kapoor,https://n1.sdlcdn.com/imgs/a/p/9/230x258/Wonderchef-Ceramic-Coating-6-Pc-1220766-1-95f23.jpg,https://n1.sdlcdn.com/imgs/a/p/9/230x258/Wonderchef-Ceramic-Coating-6-Pc-1220766-1-95f23.jpg,https://www.snapdeal.com/product/wonderchef-ceramic-coating-6-pc/155262?MID=15thDec|WEB|GM74|All|DOD|WonderchefCeramide3PcCasseroleSetbyChefSanjeevKapoor|155262,https://m.snapdeal.com/product/wonderchef-ceramic-coating-6-pc/155262?MID=15thDec|WAP|GM74|All|DOD|WonderchefCeramide3PcCasseroleSetbyChefSanjeevKapoor|155262,,,2345,GM,1,DealofDayOffers
0,0,23,59,677032765716,Master 3L Aluminium Outer Lid Pressure Cooker,https://n1.sdlcdn.com/imgs/d/d/j/230x258/Master-3-Aluminium-Outer-Lid-SDL128692892-1-408f6.jpg,https://n1.sdlcdn.com/imgs/d/d/j/230x258/Master-3-Aluminium-Outer-Lid-SDL128692892-1-408f6.jpg,https://www.snapdeal.com/product/master-3-aluminium-outerlid-pressure/677032765716?MID=15thDec|WEB|GM75|All|DOD|Master3LAluminiumOuterLidPressureCooker|677032765716,https://m.snapdeal.com/product/master-3-aluminium-outerlid-pressure/677032765716?MID=15thDec|WAP|GM75|All|DOD|Master3LAluminiumOuterLidPressureCooker|677032765716,,,611,GM,1,DealofDayOffers
0,0,23,59,982682236,Airan Stainless Steel Dinner Set - 37 Pieces,https://n1.sdlcdn.com/imgs/a/m/g/230x258/Airan-Stainless-Steel-Dinner-Set-SDL453495504-1-15abd.jpg,https://n1.sdlcdn.com/imgs/a/m/g/230x258/Airan-Stainless-Steel-Dinner-Set-SDL453495504-1-15abd.jpg,https://www.snapdeal.com/product/airan-stainless-steel-dinner-set/982682236?MID=15thDec|WEB|GM76|All|DOD|AiranStainlessSteelDinnerSet_37Pieces|982682236,https://m.snapdeal.com/product/airan-stainless-steel-dinner-set/982682236?MID=15thDec|WAP|GM76|All|DOD|AiranStainlessSteelDinnerSet_37Pieces|982682236,,,1046,GM,1,DealofDayOffers
0,0,23,59,680810512051,Prestige 3.0 Vegetable Cutter,https://n1.sdlcdn.com/imgs/b/d/u/230x258/Prestige-3-0-Vegetable-Cutter-SDL464958733-1-4ec7d.jpg,https://n1.sdlcdn.com/imgs/b/d/u/230x258/Prestige-3-0-Vegetable-Cutter-SDL464958733-1-4ec7d.jpg,https://www.snapdeal.com/product/prestige-30-vegetable-cutter/680810512051?MID=15thDec|WEB|GM77|All|DOD|Prestige30VegetableCutter|680810512051,https://m.snapdeal.com/product/prestige-30-vegetable-cutter/680810512051?MID=15thDec|WAP|GM77|All|DOD|Prestige30VegetableCutter|680810512051,,,424,GM,1,DealofDayOffers
0,0,23,59,635419439869,Kadence Frontier Series Acoustic Guitar - Blue,https://n1.sdlcdn.com/imgs/b/u/y/230x258/Kadence-Frontier-Series-Acoustic-Guitar-SDL676578973-5-8fa52.jpg,https://n1.sdlcdn.com/imgs/b/u/y/230x258/Kadence-Frontier-Series-Acoustic-Guitar-SDL676578973-5-8fa52.jpg,https://www.snapdeal.com/product/kadence-frontier-series-acoustic-guitar/635419439869?MID=15thDec|WEB|KidsFashion78|All|DOD|KadenceFrontierSeriesAcousticGuitar_Blue|635419439869,https://m.snapdeal.com/product/kadence-frontier-series-acoustic-guitar/635419439869?MID=15thDec|WAP|KidsFashion78|All|DOD|KadenceFrontierSeriesAcousticGuitar_Blue|635419439869,,,3365,GM,1,DealofDayOffers
0,0,23,59,679804132712,STRIKE ORDEM 5,https://n1.sdlcdn.com/imgs/c/l/m/230x258/ACE-STRIKE-ORDEM-5-SDL119643053-1-0c44b.jpg,https://n1.sdlcdn.com/imgs/c/l/m/230x258/ACE-STRIKE-ORDEM-5-SDL119643053-1-0c44b.jpg,https://www.snapdeal.com/product/ace-strike-ordem-5/679804132712?MID=15thDec|WEB|KidsFashion79|All|DOD|STRIKEORDEM5|679804132712,https://m.snapdeal.com/product/ace-strike-ordem-5/679804132712?MID=15thDec|WAP|KidsFashion79|All|DOD|STRIKEORDEM5|679804132712,,,418,GM,1,DealofDayOffers
0,0,23,59,66573,Yonex GR 303 Badminton Racket- Assorted,https://n1.sdlcdn.com/imgs/a/b/t/230x258/282_ESG_YON_newa_M_1_2x-862a5.jpg,https://n1.sdlcdn.com/imgs/a/b/t/230x258/282_ESG_YON_newa_M_1_2x-862a5.jpg,https://www.snapdeal.com/product/yonex-gr-303-badminton-racket/66573?MID=15thDec|WEB|KidsFashion80|All|DOD|YonexGR303BadmintonRacket_Assorted|66573,https://m.snapdeal.com/product/yonex-gr-303-badminton-racket/66573?MID=15thDec|WAP|KidsFashion80|All|DOD|YonexGR303BadmintonRacket_Assorted|66573,,,434,GM,1,DealofDayOffers
0,0,23,59,632828414678,WOLPHY 40 Kg Home Gym,https://n1.sdlcdn.com/imgs/c/z/f/230x258/Wolphy-7e09f.jpg,https://n1.sdlcdn.com/imgs/c/z/f/230x258/Wolphy-7e09f.jpg,https://www.snapdeal.com/product/wolphy-40-kg-home-gym/632828414678?MID=15thDec|WEB|KidsFashion81|All|DOD|WOLPHY40KgHomeGym|632828414678,https://m.snapdeal.com/product/wolphy-40-kg-home-gym/632828414678?MID=15thDec|WAP|KidsFashion81|All|DOD|WOLPHY40KgHomeGym|632828414678,,,2234,GM,,DealofDayOffers
0,0,23,59,651026348960,Aurion 18 Kg Dumbbell Set With Accessories,https://n1.sdlcdn.com/imgs/a/5/x/230x258/Aurion-18-Kg-Dumbbell-Set-SDL646205677-1-e9ca7.jpg,https://n1.sdlcdn.com/imgs/a/5/x/230x258/Aurion-18-Kg-Dumbbell-Set-SDL646205677-1-e9ca7.jpg,https://www.snapdeal.com/product/aurion-18-kg-dumbbell-set/651026348960?MID=15thDec|WEB|KidsFashion82|All|DOD|Aurion18KgDumbbellSetWithAccessories|651026348960,https://m.snapdeal.com/product/aurion-18-kg-dumbbell-set/651026348960?MID=15thDec|WAP|KidsFashion82|All|DOD|Aurion18KgDumbbellSetWithAccessories|651026348960,,,917,GM,,DealofDayOffers
0,0,23,59,1171930,Neon Gate Switch Remote Control System For 5 Lights + 1 Fan Regulator (multi colour),https://n1.sdlcdn.com/imgs/a/i/q/230x258/Neon-Gate-Remote-Control-System-SDL370399547-1-b3daa.jpg,https://n1.sdlcdn.com/imgs/a/i/q/230x258/Neon-Gate-Remote-Control-System-SDL370399547-1-b3daa.jpg,https://www.snapdeal.com/product/neon-gate-remote-control-system/1171930?MID=15thDec|WEB|KidsFashion83|All|DOD|NeonGateSwitchRemoteControlSystemFor5Lights+1FanRegulator(multicolour)|1171930,https://m.snapdeal.com/product/neon-gate-remote-control-system/1171930?MID=15thDec|WAP|KidsFashion83|All|DOD|NeonGateSwitchRemoteControlSystemFor5Lights+1FanRegulator(multicolour)|1171930,,,764,GM,1,DealofDayOffers
